id	client_name	部位id(武器110以上(剑110)，头盔101，衣服102，腰带103，裤子104，鞋子105，时装106，戒指107，徽章108，魂器109,装备类型必须大于100,因为物品类型小于100)	角色id	强化等级	强化获得属性AttrId（当前等级对应属性的绝对值，非累加）	附加属性	[{下降等级,百分比}]	消耗id	武器强化特效，[]是equip_effect表ID
20107085	法师戒指强化85	107	2	85	10710085		[{0,100}]	1285	
20107086	法师戒指强化86	107	2	86	10710086		[{0,100}]	1286	
20107087	法师戒指强化87	107	2	87	10710087		[{0,100}]	1287	
20107088	法师戒指强化88	107	2	88	10710088		[{0,100}]	1288	
20107089	法师戒指强化89	107	2	89	10710089		[{0,100}]	1289	
20107090	法师戒指强化90	107	2	90	10710090		[{0,100}]	1290	
20107091	法师戒指强化91	107	2	91	10710091		[{0,100}]	1291	
20107092	法师戒指强化92	107	2	92	10710092		[{0,100}]	1292	
20107093	法师戒指强化93	107	2	93	10710093		[{0,100}]	1293	
20107094	法师戒指强化94	107	2	94	10710094		[{0,100}]	1294	
20107095	法师戒指强化95	107	2	95	10710095		[{0,100}]	1295	
20107096	法师戒指强化96	107	2	96	10710096		[{0,100}]	1296	
20107097	法师戒指强化97	107	2	97	10710097		[{0,100}]	1297	
20107098	法师戒指强化98	107	2	98	10710098		[{0,100}]	1298	
20107099	法师戒指强化99	107	2	99	10710099		[{0,100}]	1299	
20107100	法师戒指强化100	107	2	100	10710100		[{0,100}]	1300	
30110000	弓箭武器强化0	110	3	0	10110000		[{0,100}]	1	
30110001	弓箭武器强化1	110	3	1	10110001		[{0,100}]	1001	
30110002	弓箭武器强化2	110	3	2	10110002		[{0,100}]	1002	
30110003	弓箭武器强化3	110	3	3	10110003		[{0,100}]	1003	
30110004	弓箭武器强化4	110	3	4	10110004		[{0,100}]	1004	
30110005	弓箭武器强化5	110	3	5	10110005		[{0,100}]	1005	
30110006	弓箭武器强化6	110	3	6	10110006		[{0,100}]	1006	
30110007	弓箭武器强化7	110	3	7	10110007		[{0,100}]	1007	
30110008	弓箭武器强化8	110	3	8	10110008		[{0,100}]	1008	
30110009	弓箭武器强化9	110	3	9	10110009		[{0,100}]	1009	
30110010	弓箭武器强化10	110	3	10	10110010		[{0,100}]	1010	
30110011	弓箭武器强化11	110	3	11	10110011		[{0,100}]	1011	
30110012	弓箭武器强化12	110	3	12	10110012		[{0,100}]	1012	
30110013	弓箭武器强化13	110	3	13	10110013		[{0,100}]	1013	
30110014	弓箭武器强化14	110	3	14	10110014		[{0,100}]	1014	
30110015	弓箭武器强化15	110	3	15	10110015		[{0,100}]	1015	
30110016	弓箭武器强化16	110	3	16	10110016		[{0,100}]	1016	
30110017	弓箭武器强化17	110	3	17	10110017		[{0,100}]	1017	
30110018	弓箭武器强化18	110	3	18	10110018		[{0,100}]	1018	
30110019	弓箭武器强化19	110	3	19	10110019		[{0,100}]	1019	
30110020	弓箭武器强化20	110	3	20	10110020		[{0,100}]	1020	
30110021	弓箭武器强化21	110	3	21	10110021		[{0,100}]	1021	
30110022	弓箭武器强化22	110	3	22	10110022		[{0,100}]	1022	
30110023	弓箭武器强化23	110	3	23	10110023		[{0,100}]	1023	
30110024	弓箭武器强化24	110	3	24	10110024		[{0,100}]	1024	
30110025	弓箭武器强化25	110	3	25	10110025		[{0,100}]	1025	
30110026	弓箭武器强化26	110	3	26	10110026		[{0,100}]	1026	
30110027	弓箭武器强化27	110	3	27	10110027		[{0,100}]	1027	
30110028	弓箭武器强化28	110	3	28	10110028		[{0,100}]	1028	
30110029	弓箭武器强化29	110	3	29	10110029		[{0,100}]	1029	
30110030	弓箭武器强化30	110	3	30	10110030		[{0,100}]	1030	
30110031	弓箭武器强化31	110	3	31	10110031		[{0,100}]	1031	
30110032	弓箭武器强化32	110	3	32	10110032		[{0,100}]	1032	
30110033	弓箭武器强化33	110	3	33	10110033		[{0,100}]	1033	
30110034	弓箭武器强化34	110	3	34	10110034		[{0,100}]	1034	
30110035	弓箭武器强化35	110	3	35	10110035		[{0,100}]	1035	
30110036	弓箭武器强化36	110	3	36	10110036		[{0,100}]	1036	
30110037	弓箭武器强化37	110	3	37	10110037		[{0,100}]	1037	
30110038	弓箭武器强化38	110	3	38	10110038		[{0,100}]	1038	
30110039	弓箭武器强化39	110	3	39	10110039		[{0,100}]	1039	
30110040	弓箭武器强化40	110	3	40	10110040		[{0,100}]	1040	
30110041	弓箭武器强化41	110	3	41	10110041		[{0,100}]	1041	
30110042	弓箭武器强化42	110	3	42	10110042		[{0,100}]	1042	
30110043	弓箭武器强化43	110	3	43	10110043		[{0,100}]	1043	
30110044	弓箭武器强化44	110	3	44	10110044		[{0,100}]	1044	
30110045	弓箭武器强化45	110	3	45	10110045		[{0,100}]	1045	
30110046	弓箭武器强化46	110	3	46	10110046		[{0,100}]	1046	
30110047	弓箭武器强化47	110	3	47	10110047		[{0,100}]	1047	
30110048	弓箭武器强化48	110	3	48	10110048		[{0,100}]	1048	
30110049	弓箭武器强化49	110	3	49	10110049		[{0,100}]	1049	
30110050	弓箭武器强化50	110	3	50	10110050		[{0,100}]	1050	
30110051	弓箭武器强化51	110	3	51	10110051		[{0,100}]	1051	
30110052	弓箭武器强化52	110	3	52	10110052		[{0,100}]	1052	
30110053	弓箭武器强化53	110	3	53	10110053		[{0,100}]	1053	
30110054	弓箭武器强化54	110	3	54	10110054		[{0,100}]	1054	
30110055	弓箭武器强化55	110	3	55	10110055		[{0,100}]	1055	
30110056	弓箭武器强化56	110	3	56	10110056		[{0,100}]	1056	
30110057	弓箭武器强化57	110	3	57	10110057		[{0,100}]	1057	
30110058	弓箭武器强化58	110	3	58	10110058		[{0,100}]	1058	
30110059	弓箭武器强化59	110	3	59	10110059		[{0,100}]	1059	
30110060	弓箭武器强化60	110	3	60	10110060		[{0,100}]	1060	
30110061	弓箭武器强化61	110	3	61	10110061		[{0,100}]	1061	
30110062	弓箭武器强化62	110	3	62	10110062		[{0,100}]	1062	
30110063	弓箭武器强化63	110	3	63	10110063		[{0,100}]	1063	
30110064	弓箭武器强化64	110	3	64	10110064		[{0,100}]	1064	
30110065	弓箭武器强化65	110	3	65	10110065		[{0,100}]	1065	
30110066	弓箭武器强化66	110	3	66	10110066		[{0,100}]	1066	
30110067	弓箭武器强化67	110	3	67	10110067		[{0,100}]	1067	
30110068	弓箭武器强化68	110	3	68	10110068		[{0,100}]	1068	
30110069	弓箭武器强化69	110	3	69	10110069		[{0,100}]	1069	
30110070	弓箭武器强化70	110	3	70	10110070		[{0,100}]	1070	
30110071	弓箭武器强化71	110	3	71	10110071		[{0,100}]	1071	
30110072	弓箭武器强化72	110	3	72	10110072		[{0,100}]	1072	
30110073	弓箭武器强化73	110	3	73	10110073		[{0,100}]	1073	
30110074	弓箭武器强化74	110	3	74	10110074		[{0,100}]	1074	
30110075	弓箭武器强化75	110	3	75	10110075		[{0,100}]	1075	
30110076	弓箭武器强化76	110	3	76	10110076		[{0,100}]	1076	
30110077	弓箭武器强化77	110	3	77	10110077		[{0,100}]	1077	
30110078	弓箭武器强化78	110	3	78	10110078		[{0,100}]	1078	
30110079	弓箭武器强化79	110	3	79	10110079		[{0,100}]	1079	
30110080	弓箭武器强化80	110	3	80	10110080		[{0,100}]	1080	
30110081	弓箭武器强化81	110	3	81	10110081		[{0,100}]	1081	
30110082	弓箭武器强化82	110	3	82	10110082		[{0,100}]	1082	
30110083	弓箭武器强化83	110	3	83	10110083		[{0,100}]	1083	
30110084	弓箭武器强化84	110	3	84	10110084		[{0,100}]	1084	
30110085	弓箭武器强化85	110	3	85	10110085		[{0,100}]	1085	
30110086	弓箭武器强化86	110	3	86	10110086		[{0,100}]	1086	
30110087	弓箭武器强化87	110	3	87	10110087		[{0,100}]	1087	
30110088	弓箭武器强化88	110	3	88	10110088		[{0,100}]	1088	
30110089	弓箭武器强化89	110	3	89	10110089		[{0,100}]	1089	
30110090	弓箭武器强化90	110	3	90	10110090		[{0,100}]	1090	
30110091	弓箭武器强化91	110	3	91	10110091		[{0,100}]	1091	
30110092	弓箭武器强化92	110	3	92	10110092		[{0,100}]	1092	
30110093	弓箭武器强化93	110	3	93	10110093		[{0,100}]	1093	
30110094	弓箭武器强化94	110	3	94	10110094		[{0,100}]	1094	
30110095	弓箭武器强化95	110	3	95	10110095		[{0,100}]	1095	
30110096	弓箭武器强化96	110	3	96	10110096		[{0,100}]	1096	
30110097	弓箭武器强化97	110	3	97	10110097		[{0,100}]	1097	
30110098	弓箭武器强化98	110	3	98	10110098		[{0,100}]	1098	
30110099	弓箭武器强化99	110	3	99	10110099		[{0,100}]	1099	
30110100	弓箭武器强化100	110	3	100	10110100		[{0,100}]	1100	
30101000	弓箭头盔强化0	101	3	0	10210000		[{0,100}]	1	
30101001	弓箭头盔强化1	101	3	1	10210001		[{0,100}]	1001	
30101002	弓箭头盔强化2	101	3	2	10210002		[{0,100}]	1002	
30101003	弓箭头盔强化3	101	3	3	10210003		[{0,100}]	1003	
30101004	弓箭头盔强化4	101	3	4	10210004		[{0,100}]	1004	
30101005	弓箭头盔强化5	101	3	5	10210005		[{0,100}]	1005	
30101006	弓箭头盔强化6	101	3	6	10210006		[{0,100}]	1006	
30101007	弓箭头盔强化7	101	3	7	10210007		[{0,100}]	1007	
30101008	弓箭头盔强化8	101	3	8	10210008		[{0,100}]	1008	
30101009	弓箭头盔强化9	101	3	9	10210009		[{0,100}]	1009	
30101010	弓箭头盔强化10	101	3	10	10210010		[{0,100}]	1010	
30101011	弓箭头盔强化11	101	3	11	10210011		[{0,100}]	1011	
30101012	弓箭头盔强化12	101	3	12	10210012		[{0,100}]	1012	
30101013	弓箭头盔强化13	101	3	13	10210013		[{0,100}]	1013	
30101014	弓箭头盔强化14	101	3	14	10210014		[{0,100}]	1014	
30101015	弓箭头盔强化15	101	3	15	10210015		[{0,100}]	1015	
30101016	弓箭头盔强化16	101	3	16	10210016		[{0,100}]	1016	
30101017	弓箭头盔强化17	101	3	17	10210017		[{0,100}]	1017	
30101018	弓箭头盔强化18	101	3	18	10210018		[{0,100}]	1018	
30101019	弓箭头盔强化19	101	3	19	10210019		[{0,100}]	1019	
30101020	弓箭头盔强化20	101	3	20	10210020		[{0,100}]	1020	
30101021	弓箭头盔强化21	101	3	21	10210021		[{0,100}]	1021	
30101022	弓箭头盔强化22	101	3	22	10210022		[{0,100}]	1022	
30101023	弓箭头盔强化23	101	3	23	10210023		[{0,100}]	1023	
30101024	弓箭头盔强化24	101	3	24	10210024		[{0,100}]	1024	
30101025	弓箭头盔强化25	101	3	25	10210025		[{0,100}]	1025	
30101026	弓箭头盔强化26	101	3	26	10210026		[{0,100}]	1026	
30101027	弓箭头盔强化27	101	3	27	10210027		[{0,100}]	1027	
30101028	弓箭头盔强化28	101	3	28	10210028		[{0,100}]	1028	
30101029	弓箭头盔强化29	101	3	29	10210029		[{0,100}]	1029	
30101030	弓箭头盔强化30	101	3	30	10210030		[{0,100}]	1030	
30101031	弓箭头盔强化31	101	3	31	10210031		[{0,100}]	1031	
30101032	弓箭头盔强化32	101	3	32	10210032		[{0,100}]	1032	
30101033	弓箭头盔强化33	101	3	33	10210033		[{0,100}]	1033	
30101034	弓箭头盔强化34	101	3	34	10210034		[{0,100}]	1034	
30101035	弓箭头盔强化35	101	3	35	10210035		[{0,100}]	1035	
30101036	弓箭头盔强化36	101	3	36	10210036		[{0,100}]	1036	
30101037	弓箭头盔强化37	101	3	37	10210037		[{0,100}]	1037	
30101038	弓箭头盔强化38	101	3	38	10210038		[{0,100}]	1038	
30101039	弓箭头盔强化39	101	3	39	10210039		[{0,100}]	1039	
30101040	弓箭头盔强化40	101	3	40	10210040		[{0,100}]	1040	
30101041	弓箭头盔强化41	101	3	41	10210041		[{0,100}]	1041	
30101042	弓箭头盔强化42	101	3	42	10210042		[{0,100}]	1042	
30101043	弓箭头盔强化43	101	3	43	10210043		[{0,100}]	1043	
30101044	弓箭头盔强化44	101	3	44	10210044		[{0,100}]	1044	
30101045	弓箭头盔强化45	101	3	45	10210045		[{0,100}]	1045	
30101046	弓箭头盔强化46	101	3	46	10210046		[{0,100}]	1046	
30101047	弓箭头盔强化47	101	3	47	10210047		[{0,100}]	1047	
30101048	弓箭头盔强化48	101	3	48	10210048		[{0,100}]	1048	
30101049	弓箭头盔强化49	101	3	49	10210049		[{0,100}]	1049	
30101050	弓箭头盔强化50	101	3	50	10210050		[{0,100}]	1050	
30101051	弓箭头盔强化51	101	3	51	10210051		[{0,100}]	1051	
30101052	弓箭头盔强化52	101	3	52	10210052		[{0,100}]	1052	
30101053	弓箭头盔强化53	101	3	53	10210053		[{0,100}]	1053	
30101054	弓箭头盔强化54	101	3	54	10210054		[{0,100}]	1054	
30101055	弓箭头盔强化55	101	3	55	10210055		[{0,100}]	1055	
30101056	弓箭头盔强化56	101	3	56	10210056		[{0,100}]	1056	
30101057	弓箭头盔强化57	101	3	57	10210057		[{0,100}]	1057	
30101058	弓箭头盔强化58	101	3	58	10210058		[{0,100}]	1058	
30101059	弓箭头盔强化59	101	3	59	10210059		[{0,100}]	1059	
30101060	弓箭头盔强化60	101	3	60	10210060		[{0,100}]	1060	
30101061	弓箭头盔强化61	101	3	61	10210061		[{0,100}]	1061	
30101062	弓箭头盔强化62	101	3	62	10210062		[{0,100}]	1062	
30101063	弓箭头盔强化63	101	3	63	10210063		[{0,100}]	1063	
30101064	弓箭头盔强化64	101	3	64	10210064		[{0,100}]	1064	
30101065	弓箭头盔强化65	101	3	65	10210065		[{0,100}]	1065	
30101066	弓箭头盔强化66	101	3	66	10210066		[{0,100}]	1066	
30101067	弓箭头盔强化67	101	3	67	10210067		[{0,100}]	1067	
30101068	弓箭头盔强化68	101	3	68	10210068		[{0,100}]	1068	
30101069	弓箭头盔强化69	101	3	69	10210069		[{0,100}]	1069	
30101070	弓箭头盔强化70	101	3	70	10210070		[{0,100}]	1070	
30101071	弓箭头盔强化71	101	3	71	10210071		[{0,100}]	1071	
30101072	弓箭头盔强化72	101	3	72	10210072		[{0,100}]	1072	
30101073	弓箭头盔强化73	101	3	73	10210073		[{0,100}]	1073	
30101074	弓箭头盔强化74	101	3	74	10210074		[{0,100}]	1074	
30101075	弓箭头盔强化75	101	3	75	10210075		[{0,100}]	1075	
30101076	弓箭头盔强化76	101	3	76	10210076		[{0,100}]	1076	
30101077	弓箭头盔强化77	101	3	77	10210077		[{0,100}]	1077	
30101078	弓箭头盔强化78	101	3	78	10210078		[{0,100}]	1078	
30101079	弓箭头盔强化79	101	3	79	10210079		[{0,100}]	1079	
30101080	弓箭头盔强化80	101	3	80	10210080		[{0,100}]	1080	
30101081	弓箭头盔强化81	101	3	81	10210081		[{0,100}]	1081	
30101082	弓箭头盔强化82	101	3	82	10210082		[{0,100}]	1082	
30101083	弓箭头盔强化83	101	3	83	10210083		[{0,100}]	1083	
30101084	弓箭头盔强化84	101	3	84	10210084		[{0,100}]	1084	
30101085	弓箭头盔强化85	101	3	85	10210085		[{0,100}]	1085	
30101086	弓箭头盔强化86	101	3	86	10210086		[{0,100}]	1086	
30101087	弓箭头盔强化87	101	3	87	10210087		[{0,100}]	1087	
30101088	弓箭头盔强化88	101	3	88	10210088		[{0,100}]	1088	
30101089	弓箭头盔强化89	101	3	89	10210089		[{0,100}]	1089	
30101090	弓箭头盔强化90	101	3	90	10210090		[{0,100}]	1090	
30101091	弓箭头盔强化91	101	3	91	10210091		[{0,100}]	1091	
30101092	弓箭头盔强化92	101	3	92	10210092		[{0,100}]	1092	
30101093	弓箭头盔强化93	101	3	93	10210093		[{0,100}]	1093	
30101094	弓箭头盔强化94	101	3	94	10210094		[{0,100}]	1094	
30101095	弓箭头盔强化95	101	3	95	10210095		[{0,100}]	1095	
30101096	弓箭头盔强化96	101	3	96	10210096		[{0,100}]	1096	
30101097	弓箭头盔强化97	101	3	97	10210097		[{0,100}]	1097	
30101098	弓箭头盔强化98	101	3	98	10210098		[{0,100}]	1098	
30101099	弓箭头盔强化99	101	3	99	10210099		[{0,100}]	1099	
30101100	弓箭头盔强化100	101	3	100	10210100		[{0,100}]	1100	
30102000	弓箭衣服强化0	102	3	0	10310000		[{0,100}]	1	
30102001	弓箭衣服强化1	102	3	1	10310001		[{0,100}]	1001	
30102002	弓箭衣服强化2	102	3	2	10310002		[{0,100}]	1002	
30102003	弓箭衣服强化3	102	3	3	10310003		[{0,100}]	1003	
30102004	弓箭衣服强化4	102	3	4	10310004		[{0,100}]	1004	
30102005	弓箭衣服强化5	102	3	5	10310005		[{0,100}]	1005	
30102006	弓箭衣服强化6	102	3	6	10310006		[{0,100}]	1006	
30102007	弓箭衣服强化7	102	3	7	10310007		[{0,100}]	1007	
30102008	弓箭衣服强化8	102	3	8	10310008		[{0,100}]	1008	
30102009	弓箭衣服强化9	102	3	9	10310009		[{0,100}]	1009	
30102010	弓箭衣服强化10	102	3	10	10310010		[{0,100}]	1010	
30102011	弓箭衣服强化11	102	3	11	10310011		[{0,100}]	1011	
30102012	弓箭衣服强化12	102	3	12	10310012		[{0,100}]	1012	
30102013	弓箭衣服强化13	102	3	13	10310013		[{0,100}]	1013	
30102014	弓箭衣服强化14	102	3	14	10310014		[{0,100}]	1014	
30102015	弓箭衣服强化15	102	3	15	10310015		[{0,100}]	1015	
30102016	弓箭衣服强化16	102	3	16	10310016		[{0,100}]	1016	
30102017	弓箭衣服强化17	102	3	17	10310017		[{0,100}]	1017	
30102018	弓箭衣服强化18	102	3	18	10310018		[{0,100}]	1018	
30102019	弓箭衣服强化19	102	3	19	10310019		[{0,100}]	1019	
30102020	弓箭衣服强化20	102	3	20	10310020		[{0,100}]	1020	
30102021	弓箭衣服强化21	102	3	21	10310021		[{0,100}]	1021	
30102022	弓箭衣服强化22	102	3	22	10310022		[{0,100}]	1022	
30102023	弓箭衣服强化23	102	3	23	10310023		[{0,100}]	1023	
30102024	弓箭衣服强化24	102	3	24	10310024		[{0,100}]	1024	
30102025	弓箭衣服强化25	102	3	25	10310025		[{0,100}]	1025	
30102026	弓箭衣服强化26	102	3	26	10310026		[{0,100}]	1026	
30102027	弓箭衣服强化27	102	3	27	10310027		[{0,100}]	1027	
30102028	弓箭衣服强化28	102	3	28	10310028		[{0,100}]	1028	
30102029	弓箭衣服强化29	102	3	29	10310029		[{0,100}]	1029	
30102030	弓箭衣服强化30	102	3	30	10310030		[{0,100}]	1030	
30102031	弓箭衣服强化31	102	3	31	10310031		[{0,100}]	1031	
30102032	弓箭衣服强化32	102	3	32	10310032		[{0,100}]	1032	
30102033	弓箭衣服强化33	102	3	33	10310033		[{0,100}]	1033	
30102034	弓箭衣服强化34	102	3	34	10310034		[{0,100}]	1034	
30102035	弓箭衣服强化35	102	3	35	10310035		[{0,100}]	1035	
30102036	弓箭衣服强化36	102	3	36	10310036		[{0,100}]	1036	
30102037	弓箭衣服强化37	102	3	37	10310037		[{0,100}]	1037	
30102038	弓箭衣服强化38	102	3	38	10310038		[{0,100}]	1038	
30102039	弓箭衣服强化39	102	3	39	10310039		[{0,100}]	1039	
30102040	弓箭衣服强化40	102	3	40	10310040		[{0,100}]	1040	
30102041	弓箭衣服强化41	102	3	41	10310041		[{0,100}]	1041	
30102042	弓箭衣服强化42	102	3	42	10310042		[{0,100}]	1042	
30102043	弓箭衣服强化43	102	3	43	10310043		[{0,100}]	1043	
30102044	弓箭衣服强化44	102	3	44	10310044		[{0,100}]	1044	
30102045	弓箭衣服强化45	102	3	45	10310045		[{0,100}]	1045	
30102046	弓箭衣服强化46	102	3	46	10310046		[{0,100}]	1046	
30102047	弓箭衣服强化47	102	3	47	10310047		[{0,100}]	1047	
30102048	弓箭衣服强化48	102	3	48	10310048		[{0,100}]	1048	
30102049	弓箭衣服强化49	102	3	49	10310049		[{0,100}]	1049	
30102050	弓箭衣服强化50	102	3	50	10310050		[{0,100}]	1050	
30102051	弓箭衣服强化51	102	3	51	10310051		[{0,100}]	1051	
30102052	弓箭衣服强化52	102	3	52	10310052		[{0,100}]	1052	
30102053	弓箭衣服强化53	102	3	53	10310053		[{0,100}]	1053	
30102054	弓箭衣服强化54	102	3	54	10310054		[{0,100}]	1054	
30102055	弓箭衣服强化55	102	3	55	10310055		[{0,100}]	1055	
30102056	弓箭衣服强化56	102	3	56	10310056		[{0,100}]	1056	
30102057	弓箭衣服强化57	102	3	57	10310057		[{0,100}]	1057	
30102058	弓箭衣服强化58	102	3	58	10310058		[{0,100}]	1058	
30102059	弓箭衣服强化59	102	3	59	10310059		[{0,100}]	1059	
30102060	弓箭衣服强化60	102	3	60	10310060		[{0,100}]	1060	
30102061	弓箭衣服强化61	102	3	61	10310061		[{0,100}]	1061	
30102062	弓箭衣服强化62	102	3	62	10310062		[{0,100}]	1062	
30102063	弓箭衣服强化63	102	3	63	10310063		[{0,100}]	1063	
30102064	弓箭衣服强化64	102	3	64	10310064		[{0,100}]	1064	
30102065	弓箭衣服强化65	102	3	65	10310065		[{0,100}]	1065	
30102066	弓箭衣服强化66	102	3	66	10310066		[{0,100}]	1066	
30102067	弓箭衣服强化67	102	3	67	10310067		[{0,100}]	1067	
30102068	弓箭衣服强化68	102	3	68	10310068		[{0,100}]	1068	
30102069	弓箭衣服强化69	102	3	69	10310069		[{0,100}]	1069	
30102070	弓箭衣服强化70	102	3	70	10310070		[{0,100}]	1070	
30102071	弓箭衣服强化71	102	3	71	10310071		[{0,100}]	1071	
30102072	弓箭衣服强化72	102	3	72	10310072		[{0,100}]	1072	
30102073	弓箭衣服强化73	102	3	73	10310073		[{0,100}]	1073	
30102074	弓箭衣服强化74	102	3	74	10310074		[{0,100}]	1074	
30102075	弓箭衣服强化75	102	3	75	10310075		[{0,100}]	1075	
30102076	弓箭衣服强化76	102	3	76	10310076		[{0,100}]	1076	
30102077	弓箭衣服强化77	102	3	77	10310077		[{0,100}]	1077	
30102078	弓箭衣服强化78	102	3	78	10310078		[{0,100}]	1078	
30102079	弓箭衣服强化79	102	3	79	10310079		[{0,100}]	1079	
30102080	弓箭衣服强化80	102	3	80	10310080		[{0,100}]	1080	
30102081	弓箭衣服强化81	102	3	81	10310081		[{0,100}]	1081	
30102082	弓箭衣服强化82	102	3	82	10310082		[{0,100}]	1082	
30102083	弓箭衣服强化83	102	3	83	10310083		[{0,100}]	1083	
30102084	弓箭衣服强化84	102	3	84	10310084		[{0,100}]	1084	
30102085	弓箭衣服强化85	102	3	85	10310085		[{0,100}]	1085	
30102086	弓箭衣服强化86	102	3	86	10310086		[{0,100}]	1086	
30102087	弓箭衣服强化87	102	3	87	10310087		[{0,100}]	1087	
30102088	弓箭衣服强化88	102	3	88	10310088		[{0,100}]	1088	
30102089	弓箭衣服强化89	102	3	89	10310089		[{0,100}]	1089	
30102090	弓箭衣服强化90	102	3	90	10310090		[{0,100}]	1090	
30102091	弓箭衣服强化91	102	3	91	10310091		[{0,100}]	1091	
30102092	弓箭衣服强化92	102	3	92	10310092		[{0,100}]	1092	
30102093	弓箭衣服强化93	102	3	93	10310093		[{0,100}]	1093	
30102094	弓箭衣服强化94	102	3	94	10310094		[{0,100}]	1094	
30102095	弓箭衣服强化95	102	3	95	10310095		[{0,100}]	1095	
30102096	弓箭衣服强化96	102	3	96	10310096		[{0,100}]	1096	
30102097	弓箭衣服强化97	102	3	97	10310097		[{0,100}]	1097	
30102098	弓箭衣服强化98	102	3	98	10310098		[{0,100}]	1098	
30102099	弓箭衣服强化99	102	3	99	10310099		[{0,100}]	1099	
30102100	弓箭衣服强化100	102	3	100	10310100		[{0,100}]	1100	
30103000	弓箭腰带强化0	103	3	0	10410000		[{0,100}]	1	
30103001	弓箭腰带强化1	103	3	1	10410001		[{0,100}]	1201	
30103002	弓箭腰带强化2	103	3	2	10410002		[{0,100}]	1202	
30103003	弓箭腰带强化3	103	3	3	10410003		[{0,100}]	1203	
30103004	弓箭腰带强化4	103	3	4	10410004		[{0,100}]	1204	
30103005	弓箭腰带强化5	103	3	5	10410005		[{0,100}]	1205	
30103006	弓箭腰带强化6	103	3	6	10410006		[{0,100}]	1206	
30103007	弓箭腰带强化7	103	3	7	10410007		[{0,100}]	1207	
30103008	弓箭腰带强化8	103	3	8	10410008		[{0,100}]	1208	
30103009	弓箭腰带强化9	103	3	9	10410009		[{0,100}]	1209	
30103010	弓箭腰带强化10	103	3	10	10410010		[{0,100}]	1210	
30103011	弓箭腰带强化11	103	3	11	10410011		[{0,100}]	1211	
30103012	弓箭腰带强化12	103	3	12	10410012		[{0,100}]	1212	
30103013	弓箭腰带强化13	103	3	13	10410013		[{0,100}]	1213	
30103014	弓箭腰带强化14	103	3	14	10410014		[{0,100}]	1214	
30103015	弓箭腰带强化15	103	3	15	10410015		[{0,100}]	1215	
30103016	弓箭腰带强化16	103	3	16	10410016		[{0,100}]	1216	
30103017	弓箭腰带强化17	103	3	17	10410017		[{0,100}]	1217	
30103018	弓箭腰带强化18	103	3	18	10410018		[{0,100}]	1218	
30103019	弓箭腰带强化19	103	3	19	10410019		[{0,100}]	1219	
30103020	弓箭腰带强化20	103	3	20	10410020		[{0,100}]	1220	
30103021	弓箭腰带强化21	103	3	21	10410021		[{0,100}]	1221	
30103022	弓箭腰带强化22	103	3	22	10410022		[{0,100}]	1222	
30103023	弓箭腰带强化23	103	3	23	10410023		[{0,100}]	1223	
30103024	弓箭腰带强化24	103	3	24	10410024		[{0,100}]	1224	
30103025	弓箭腰带强化25	103	3	25	10410025		[{0,100}]	1225	
30103026	弓箭腰带强化26	103	3	26	10410026		[{0,100}]	1226	
30103027	弓箭腰带强化27	103	3	27	10410027		[{0,100}]	1227	
30103028	弓箭腰带强化28	103	3	28	10410028		[{0,100}]	1228	
30103029	弓箭腰带强化29	103	3	29	10410029		[{0,100}]	1229	
30103030	弓箭腰带强化30	103	3	30	10410030		[{0,100}]	1230	
30103031	弓箭腰带强化31	103	3	31	10410031		[{0,100}]	1231	
30103032	弓箭腰带强化32	103	3	32	10410032		[{0,100}]	1232	
30103033	弓箭腰带强化33	103	3	33	10410033		[{0,100}]	1233	
30103034	弓箭腰带强化34	103	3	34	10410034		[{0,100}]	1234	
30103035	弓箭腰带强化35	103	3	35	10410035		[{0,100}]	1235	
30103036	弓箭腰带强化36	103	3	36	10410036		[{0,100}]	1236	
30103037	弓箭腰带强化37	103	3	37	10410037		[{0,100}]	1237	
30103038	弓箭腰带强化38	103	3	38	10410038		[{0,100}]	1238	
30103039	弓箭腰带强化39	103	3	39	10410039		[{0,100}]	1239	
30103040	弓箭腰带强化40	103	3	40	10410040		[{0,100}]	1240	
30103041	弓箭腰带强化41	103	3	41	10410041		[{0,100}]	1241	
30103042	弓箭腰带强化42	103	3	42	10410042		[{0,100}]	1242	
30103043	弓箭腰带强化43	103	3	43	10410043		[{0,100}]	1243	
30103044	弓箭腰带强化44	103	3	44	10410044		[{0,100}]	1244	
30103045	弓箭腰带强化45	103	3	45	10410045		[{0,100}]	1245	
30103046	弓箭腰带强化46	103	3	46	10410046		[{0,100}]	1246	
30103047	弓箭腰带强化47	103	3	47	10410047		[{0,100}]	1247	
30103048	弓箭腰带强化48	103	3	48	10410048		[{0,100}]	1248	
30103049	弓箭腰带强化49	103	3	49	10410049		[{0,100}]	1249	
30103050	弓箭腰带强化50	103	3	50	10410050		[{0,100}]	1250	
30103051	弓箭腰带强化51	103	3	51	10410051		[{0,100}]	1251	
30103052	弓箭腰带强化52	103	3	52	10410052		[{0,100}]	1252	
30103053	弓箭腰带强化53	103	3	53	10410053		[{0,100}]	1253	
30103054	弓箭腰带强化54	103	3	54	10410054		[{0,100}]	1254	
30103055	弓箭腰带强化55	103	3	55	10410055		[{0,100}]	1255	
30103056	弓箭腰带强化56	103	3	56	10410056		[{0,100}]	1256	
30103057	弓箭腰带强化57	103	3	57	10410057		[{0,100}]	1257	
