索引id	宠物id	name	等级	升级增加属性id(spirit_attr的id)	进阶消耗id	阶数	被动技能槽位(共6个槽位)	进阶增加属性id(spirit_attr的id)
24014077	24014001	橙色吸血鬼	77	72077				
24014078	24014001	橙色吸血鬼	78	72078				
24014079	24014001	橙色吸血鬼	79	72079				
24014080	24014001	橙色吸血鬼	80	72080	9008	8	5	612008
24014081	24014001	橙色吸血鬼	81	72081				
24014082	24014001	橙色吸血鬼	82	72082				
24014083	24014001	橙色吸血鬼	83	72083				
24014084	24014001	橙色吸血鬼	84	72084				
24014085	24014001	橙色吸血鬼	85	72085				
24014086	24014001	橙色吸血鬼	86	72086				
24014087	24014001	橙色吸血鬼	87	72087				
24014088	24014001	橙色吸血鬼	88	72088				
24014089	24014001	橙色吸血鬼	89	72089				
24014090	24014001	橙色吸血鬼	90	72090	9009	9		612009
24014091	24014001	橙色吸血鬼	91	72091				
24014092	24014001	橙色吸血鬼	92	72092				
24014093	24014001	橙色吸血鬼	93	72093				
24014094	24014001	橙色吸血鬼	94	72094				
24014095	24014001	橙色吸血鬼	95	72095				
24014096	24014001	橙色吸血鬼	96	72096				
24014097	24014001	橙色吸血鬼	97	72097				
24014098	24014001	橙色吸血鬼	98	72098				
24014099	24014001	橙色吸血鬼	99	72099				
24014100	24014001	橙色吸血鬼	100	72100	9010	10	6	612010
31012001	31012001	蓝色豪猪	1	61001			1	
31012002	31012001	蓝色豪猪	2	61002				
31012003	31012001	蓝色豪猪	3	61003				
31012004	31012001	蓝色豪猪	4	61004				
31012005	31012001	蓝色豪猪	5	61005				
31012006	31012001	蓝色豪猪	6	61006				
31012007	31012001	蓝色豪猪	7	61007				
31012008	31012001	蓝色豪猪	8	61008				
31012009	31012001	蓝色豪猪	9	61009				
31012010	31012001	蓝色豪猪	10	61010	9001	1		601001
31012011	31012001	蓝色豪猪	11	61011				
31012012	31012001	蓝色豪猪	12	61012				
31012013	31012001	蓝色豪猪	13	61013				
31012014	31012001	蓝色豪猪	14	61014				
31012015	31012001	蓝色豪猪	15	61015				
31012016	31012001	蓝色豪猪	16	61016				
31012017	31012001	蓝色豪猪	17	61017				
31012018	31012001	蓝色豪猪	18	61018				
31012019	31012001	蓝色豪猪	19	61019				
31012020	31012001	蓝色豪猪	20	61020	9002	2	2	601002
31012021	31012001	蓝色豪猪	21	61021				
31012022	31012001	蓝色豪猪	22	61022				
31012023	31012001	蓝色豪猪	23	61023				
31012024	31012001	蓝色豪猪	24	61024				
31012025	31012001	蓝色豪猪	25	61025				
31012026	31012001	蓝色豪猪	26	61026				
31012027	31012001	蓝色豪猪	27	61027				
31012028	31012001	蓝色豪猪	28	61028				
31012029	31012001	蓝色豪猪	29	61029				
31012030	31012001	蓝色豪猪	30	61030	9003	3		601003
31012031	31012001	蓝色豪猪	31	61031				
31012032	31012001	蓝色豪猪	32	61032				
31012033	31012001	蓝色豪猪	33	61033				
31012034	31012001	蓝色豪猪	34	61034				
31012035	31012001	蓝色豪猪	35	61035				
31012036	31012001	蓝色豪猪	36	61036				
31012037	31012001	蓝色豪猪	37	61037				
31012038	31012001	蓝色豪猪	38	61038				
31012039	31012001	蓝色豪猪	39	61039				
31012040	31012001	蓝色豪猪	40	61040	9004	4	3	601004
31012041	31012001	蓝色豪猪	41	61041				
31012042	31012001	蓝色豪猪	42	61042				
31012043	31012001	蓝色豪猪	43	61043				
31012044	31012001	蓝色豪猪	44	61044				
31012045	31012001	蓝色豪猪	45	61045				
31012046	31012001	蓝色豪猪	46	61046				
31012047	31012001	蓝色豪猪	47	61047				
31012048	31012001	蓝色豪猪	48	61048				
31012049	31012001	蓝色豪猪	49	61049				
31012050	31012001	蓝色豪猪	50	61050	9005	5		601005
31012051	31012001	蓝色豪猪	51	61051				
31012052	31012001	蓝色豪猪	52	61052				
31012053	31012001	蓝色豪猪	53	61053				
31012054	31012001	蓝色豪猪	54	61054				
31012055	31012001	蓝色豪猪	55	61055				
31012056	31012001	蓝色豪猪	56	61056				
31012057	31012001	蓝色豪猪	57	61057				
31012058	31012001	蓝色豪猪	58	61058				
31012059	31012001	蓝色豪猪	59	61059				
31012060	31012001	蓝色豪猪	60	61060	9006	6	4	601006
31012061	31012001	蓝色豪猪	61	61061				
31012062	31012001	蓝色豪猪	62	61062				
31012063	31012001	蓝色豪猪	63	61063				
31012064	31012001	蓝色豪猪	64	61064				
31012065	31012001	蓝色豪猪	65	61065				
31012066	31012001	蓝色豪猪	66	61066				
31012067	31012001	蓝色豪猪	67	61067				
31012068	31012001	蓝色豪猪	68	61068				
31012069	31012001	蓝色豪猪	69	61069				
31012070	31012001	蓝色豪猪	70	61070	9007	7		601007
31012071	31012001	蓝色豪猪	71	61071				
31012072	31012001	蓝色豪猪	72	61072				
31012073	31012001	蓝色豪猪	73	61073				
31012074	31012001	蓝色豪猪	74	61074				
31012075	31012001	蓝色豪猪	75	61075				
31012076	31012001	蓝色豪猪	76	61076				
31012077	31012001	蓝色豪猪	77	61077				
31012078	31012001	蓝色豪猪	78	61078				
31012079	31012001	蓝色豪猪	79	61079				
31012080	31012001	蓝色豪猪	80	61080	9008	8	5	601008
31012081	31012001	蓝色豪猪	81	61081				
31012082	31012001	蓝色豪猪	82	61082				
31012083	31012001	蓝色豪猪	83	61083				
31012084	31012001	蓝色豪猪	84	61084				
31012085	31012001	蓝色豪猪	85	61085				
31012086	31012001	蓝色豪猪	86	61086				
31012087	31012001	蓝色豪猪	87	61087				
31012088	31012001	蓝色豪猪	88	61088				
31012089	31012001	蓝色豪猪	89	61089				
31012090	31012001	蓝色豪猪	90	61090	9009	9		601009
31012091	31012001	蓝色豪猪	91	61091				
31012092	31012001	蓝色豪猪	92	61092				
31012093	31012001	蓝色豪猪	93	61093				
31012094	31012001	蓝色豪猪	94	61094				
31012095	31012001	蓝色豪猪	95	61095				
31012096	31012001	蓝色豪猪	96	61096				
31012097	31012001	蓝色豪猪	97	61097				
31012098	31012001	蓝色豪猪	98	61098				
31012099	31012001	蓝色豪猪	99	61099				
31012100	31012001	蓝色豪猪	100	61100	9010	10	6	601010
31013001	31013001	紫色豪猪	1	62001			1	
31013002	31013001	紫色豪猪	2	62002				
31013003	31013001	紫色豪猪	3	62003				
31013004	31013001	紫色豪猪	4	62004				
31013005	31013001	紫色豪猪	5	62005				
31013006	31013001	紫色豪猪	6	62006				
31013007	31013001	紫色豪猪	7	62007				
31013008	31013001	紫色豪猪	8	62008				
31013009	31013001	紫色豪猪	9	62009				
31013010	31013001	紫色豪猪	10	62010	9001	1		602001
31013011	31013001	紫色豪猪	11	62011				
31013012	31013001	紫色豪猪	12	62012				
31013013	31013001	紫色豪猪	13	62013				
31013014	31013001	紫色豪猪	14	62014				
31013015	31013001	紫色豪猪	15	62015				
31013016	31013001	紫色豪猪	16	62016				
31013017	31013001	紫色豪猪	17	62017				
31013018	31013001	紫色豪猪	18	62018				
31013019	31013001	紫色豪猪	19	62019				
31013020	31013001	紫色豪猪	20	62020	9002	2	2	602002
31013021	31013001	紫色豪猪	21	62021				
31013022	31013001	紫色豪猪	22	62022				
31013023	31013001	紫色豪猪	23	62023				
31013024	31013001	紫色豪猪	24	62024				
31013025	31013001	紫色豪猪	25	62025				
31013026	31013001	紫色豪猪	26	62026				
31013027	31013001	紫色豪猪	27	62027				
31013028	31013001	紫色豪猪	28	62028				
31013029	31013001	紫色豪猪	29	62029				
31013030	31013001	紫色豪猪	30	62030	9003	3		602003
31013031	31013001	紫色豪猪	31	62031				
31013032	31013001	紫色豪猪	32	62032				
31013033	31013001	紫色豪猪	33	62033				
31013034	31013001	紫色豪猪	34	62034				
31013035	31013001	紫色豪猪	35	62035				
31013036	31013001	紫色豪猪	36	62036				
31013037	31013001	紫色豪猪	37	62037				
31013038	31013001	紫色豪猪	38	62038				
31013039	31013001	紫色豪猪	39	62039				
31013040	31013001	紫色豪猪	40	62040	9004	4	3	602004
31013041	31013001	紫色豪猪	41	62041				
31013042	31013001	紫色豪猪	42	62042				
31013043	31013001	紫色豪猪	43	62043				
31013044	31013001	紫色豪猪	44	62044				
31013045	31013001	紫色豪猪	45	62045				
31013046	31013001	紫色豪猪	46	62046				
31013047	31013001	紫色豪猪	47	62047				
31013048	31013001	紫色豪猪	48	62048				
31013049	31013001	紫色豪猪	49	62049				
31013050	31013001	紫色豪猪	50	62050	9005	5		602005
31013051	31013001	紫色豪猪	51	62051				
31013052	31013001	紫色豪猪	52	62052				
31013053	31013001	紫色豪猪	53	62053				
31013054	31013001	紫色豪猪	54	62054				
31013055	31013001	紫色豪猪	55	62055				
31013056	31013001	紫色豪猪	56	62056				
31013057	31013001	紫色豪猪	57	62057				
31013058	31013001	紫色豪猪	58	62058				
31013059	31013001	紫色豪猪	59	62059				
31013060	31013001	紫色豪猪	60	62060	9006	6	4	602006
31013061	31013001	紫色豪猪	61	62061				
31013062	31013001	紫色豪猪	62	62062				
31013063	31013001	紫色豪猪	63	62063				
31013064	31013001	紫色豪猪	64	62064				
31013065	31013001	紫色豪猪	65	62065				
31013066	31013001	紫色豪猪	66	62066				
31013067	31013001	紫色豪猪	67	62067				
31013068	31013001	紫色豪猪	68	62068				
31013069	31013001	紫色豪猪	69	62069				
31013070	31013001	紫色豪猪	70	62070	9007	7		602007
31013071	31013001	紫色豪猪	71	62071				
31013072	31013001	紫色豪猪	72	62072				
31013073	31013001	紫色豪猪	73	62073				
31013074	31013001	紫色豪猪	74	62074				
31013075	31013001	紫色豪猪	75	62075				
31013076	31013001	紫色豪猪	76	62076				
31013077	31013001	紫色豪猪	77	62077				
31013078	31013001	紫色豪猪	78	62078				
31013079	31013001	紫色豪猪	79	62079				
31013080	31013001	紫色豪猪	80	62080	9008	8	5	602008
31013081	31013001	紫色豪猪	81	62081				
31013082	31013001	紫色豪猪	82	62082				
31013083	31013001	紫色豪猪	83	62083				
31013084	31013001	紫色豪猪	84	62084				
31013085	31013001	紫色豪猪	85	62085				
31013086	31013001	紫色豪猪	86	62086				
31013087	31013001	紫色豪猪	87	62087				
31013088	31013001	紫色豪猪	88	62088				
31013089	31013001	紫色豪猪	89	62089				
31013090	31013001	紫色豪猪	90	62090	9009	9		602009
31013091	31013001	紫色豪猪	91	62091				
31013092	31013001	紫色豪猪	92	62092				
31013093	31013001	紫色豪猪	93	62093				
31013094	31013001	紫色豪猪	94	62094				
31013095	31013001	紫色豪猪	95	62095				
31013096	31013001	紫色豪猪	96	62096				
31013097	31013001	紫色豪猪	97	62097				
31013098	31013001	紫色豪猪	98	62098				
31013099	31013001	紫色豪猪	99	62099				
31013100	31013001	紫色豪猪	100	62100	9010	10	6	602010
31014001	31014001	橙色豪猪	1	63001			1	
31014002	31014001	橙色豪猪	2	63002				
31014003	31014001	橙色豪猪	3	63003				
31014004	31014001	橙色豪猪	4	63004				
31014005	31014001	橙色豪猪	5	63005				
31014006	31014001	橙色豪猪	6	63006				
31014007	31014001	橙色豪猪	7	63007				
31014008	31014001	橙色豪猪	8	63008				
31014009	31014001	橙色豪猪	9	63009				
31014010	31014001	橙色豪猪	10	63010	9001	1		603001
31014011	31014001	橙色豪猪	11	63011				
31014012	31014001	橙色豪猪	12	63012				
31014013	31014001	橙色豪猪	13	63013				
31014014	31014001	橙色豪猪	14	63014				
31014015	31014001	橙色豪猪	15	63015				
31014016	31014001	橙色豪猪	16	63016				
31014017	31014001	橙色豪猪	17	63017				
31014018	31014001	橙色豪猪	18	63018				
31014019	31014001	橙色豪猪	19	63019				
31014020	31014001	橙色豪猪	20	63020	9002	2	2	603002
31014021	31014001	橙色豪猪	21	63021				
31014022	31014001	橙色豪猪	22	63022				
31014023	31014001	橙色豪猪	23	63023				
31014024	31014001	橙色豪猪	24	63024				
31014025	31014001	橙色豪猪	25	63025				
31014026	31014001	橙色豪猪	26	63026				
31014027	31014001	橙色豪猪	27	63027				
31014028	31014001	橙色豪猪	28	63028				
31014029	31014001	橙色豪猪	29	63029				
31014030	31014001	橙色豪猪	30	63030	9003	3		603003
31014031	31014001	橙色豪猪	31	63031				
31014032	31014001	橙色豪猪	32	63032				
31014033	31014001	橙色豪猪	33	63033				
31014034	31014001	橙色豪猪	34	63034				
31014035	31014001	橙色豪猪	35	63035				
31014036	31014001	橙色豪猪	36	63036				
31014037	31014001	橙色豪猪	37	63037				
31014038	31014001	橙色豪猪	38	63038				
31014039	31014001	橙色豪猪	39	63039				
31014040	31014001	橙色豪猪	40	63040	9004	4	3	603004
31014041	31014001	橙色豪猪	41	63041				
31014042	31014001	橙色豪猪	42	63042				
31014043	31014001	橙色豪猪	43	63043				
31014044	31014001	橙色豪猪	44	63044				
31014045	31014001	橙色豪猪	45	63045				
31014046	31014001	橙色豪猪	46	63046				
31014047	31014001	橙色豪猪	47	63047				
31014048	31014001	橙色豪猪	48	63048				
31014049	31014001	橙色豪猪	49	63049				
31014050	31014001	橙色豪猪	50	63050	9005	5		603005
31014051	31014001	橙色豪猪	51	63051				
31014052	31014001	橙色豪猪	52	63052				
31014053	31014001	橙色豪猪	53	63053				
31014054	31014001	橙色豪猪	54	63054				
31014055	31014001	橙色豪猪	55	63055				
31014056	31014001	橙色豪猪	56	63056				
31014057	31014001	橙色豪猪	57	63057				
31014058	31014001	橙色豪猪	58	63058				
31014059	31014001	橙色豪猪	59	63059				
31014060	31014001	橙色豪猪	60	63060	9006	6	4	603006
31014061	31014001	橙色豪猪	61	63061				
31014062	31014001	橙色豪猪	62	63062				
31014063	31014001	橙色豪猪	63	63063				
31014064	31014001	橙色豪猪	64	63064				
31014065	31014001	橙色豪猪	65	63065				
31014066	31014001	橙色豪猪	66	63066				
31014067	31014001	橙色豪猪	67	63067				
31014068	31014001	橙色豪猪	68	63068				
31014069	31014001	橙色豪猪	69	63069				
31014070	31014001	橙色豪猪	70	63070	9007	7		603007
31014071	31014001	橙色豪猪	71	63071				
31014072	31014001	橙色豪猪	72	63072				
31014073	31014001	橙色豪猪	73	63073				
31014074	31014001	橙色豪猪	74	63074				
31014075	31014001	橙色豪猪	75	63075				
31014076	31014001	橙色豪猪	76	63076				
31014077	31014001	橙色豪猪	77	63077				
31014078	31014001	橙色豪猪	78	63078				
31014079	31014001	橙色豪猪	79	63079				
31014080	31014001	橙色豪猪	80	63080	9008	8	5	603008
31014081	31014001	橙色豪猪	81	63081				
31014082	31014001	橙色豪猪	82	63082				
31014083	31014001	橙色豪猪	83	63083				
31014084	31014001	橙色豪猪	84	63084				
31014085	31014001	橙色豪猪	85	63085				
31014086	31014001	橙色豪猪	86	63086				
31014087	31014001	橙色豪猪	87	63087				
31014088	31014001	橙色豪猪	88	63088				
31014089	31014001	橙色豪猪	89	63089				
31014090	31014001	橙色豪猪	90	63090	9009	9		603009
31014091	31014001	橙色豪猪	91	63091				
31014092	31014001	橙色豪猪	92	63092				
31014093	31014001	橙色豪猪	93	63093				
31014094	31014001	橙色豪猪	94	63094				
31014095	31014001	橙色豪猪	95	63095				
31014096	31014001	橙色豪猪	96	63096				
31014097	31014001	橙色豪猪	97	63097				
31014098	31014001	橙色豪猪	98	63098				
31014099	31014001	橙色豪猪	99	63099				
31014100	31014001	橙色豪猪	100	63100	9010	10	6	603010
32012001	32012001	蓝色火凤凰	1	64001			1	
32012002	32012001	蓝色火凤凰	2	64002				
32012003	32012001	蓝色火凤凰	3	64003				
32012004	32012001	蓝色火凤凰	4	64004				
32012005	32012001	蓝色火凤凰	5	64005				
32012006	32012001	蓝色火凤凰	6	64006				
32012007	32012001	蓝色火凤凰	7	64007				
32012008	32012001	蓝色火凤凰	8	64008				
32012009	32012001	蓝色火凤凰	9	64009				
32012010	32012001	蓝色火凤凰	10	64010	9001	1		604001
32012011	32012001	蓝色火凤凰	11	64011				
32012012	32012001	蓝色火凤凰	12	64012				
32012013	32012001	蓝色火凤凰	13	64013				
32012014	32012001	蓝色火凤凰	14	64014				
32012015	32012001	蓝色火凤凰	15	64015				
32012016	32012001	蓝色火凤凰	16	64016				
32012017	32012001	蓝色火凤凰	17	64017				
32012018	32012001	蓝色火凤凰	18	64018				
32012019	32012001	蓝色火凤凰	19	64019				
32012020	32012001	蓝色火凤凰	20	64020	9002	2	2	604002
32012021	32012001	蓝色火凤凰	21	64021				
32012022	32012001	蓝色火凤凰	22	64022				
32012023	32012001	蓝色火凤凰	23	64023				
32012024	32012001	蓝色火凤凰	24	64024				
32012025	32012001	蓝色火凤凰	25	64025				
32012026	32012001	蓝色火凤凰	26	64026				
32012027	32012001	蓝色火凤凰	27	64027				
32012028	32012001	蓝色火凤凰	28	64028				
32012029	32012001	蓝色火凤凰	29	64029				
32012030	32012001	蓝色火凤凰	30	64030	9003	3		604003
32012031	32012001	蓝色火凤凰	31	64031				
32012032	32012001	蓝色火凤凰	32	64032				
32012033	32012001	蓝色火凤凰	33	64033				
32012034	32012001	蓝色火凤凰	34	64034				
32012035	32012001	蓝色火凤凰	35	64035				
32012036	32012001	蓝色火凤凰	36	64036				
32012037	32012001	蓝色火凤凰	37	64037				
32012038	32012001	蓝色火凤凰	38	64038				
32012039	32012001	蓝色火凤凰	39	64039				
32012040	32012001	蓝色火凤凰	40	64040	9004	4	3	604004
32012041	32012001	蓝色火凤凰	41	64041				
32012042	32012001	蓝色火凤凰	42	64042				
32012043	32012001	蓝色火凤凰	43	64043				
32012044	32012001	蓝色火凤凰	44	64044				
32012045	32012001	蓝色火凤凰	45	64045				
32012046	32012001	蓝色火凤凰	46	64046				
32012047	32012001	蓝色火凤凰	47	64047				
32012048	32012001	蓝色火凤凰	48	64048				
32012049	32012001	蓝色火凤凰	49	64049				
32012050	32012001	蓝色火凤凰	50	64050	9005	5		604005
32012051	32012001	蓝色火凤凰	51	64051				
32012052	32012001	蓝色火凤凰	52	64052				
32012053	32012001	蓝色火凤凰	53	64053				
32012054	32012001	蓝色火凤凰	54	64054				
32012055	32012001	蓝色火凤凰	55	64055				
32012056	32012001	蓝色火凤凰	56	64056				
32012057	32012001	蓝色火凤凰	57	64057				
32012058	32012001	蓝色火凤凰	58	64058				
32012059	32012001	蓝色火凤凰	59	64059				
32012060	32012001	蓝色火凤凰	60	64060	9006	6	4	604006
32012061	32012001	蓝色火凤凰	61	64061				
32012062	32012001	蓝色火凤凰	62	64062				
32012063	32012001	蓝色火凤凰	63	64063				
32012064	32012001	蓝色火凤凰	64	64064				
32012065	32012001	蓝色火凤凰	65	64065				
32012066	32012001	蓝色火凤凰	66	64066				
32012067	32012001	蓝色火凤凰	67	64067				
32012068	32012001	蓝色火凤凰	68	64068				
32012069	32012001	蓝色火凤凰	69	64069				
32012070	32012001	蓝色火凤凰	70	64070	9007	7		604007
32012071	32012001	蓝色火凤凰	71	64071				
32012072	32012001	蓝色火凤凰	72	64072				
32012073	32012001	蓝色火凤凰	73	64073				
32012074	32012001	蓝色火凤凰	74	64074				
32012075	32012001	蓝色火凤凰	75	64075				
32012076	32012001	蓝色火凤凰	76	64076				
32012077	32012001	蓝色火凤凰	77	64077				
32012078	32012001	蓝色火凤凰	78	64078				
32012079	32012001	蓝色火凤凰	79	64079				
32012080	32012001	蓝色火凤凰	80	64080	9008	8	5	604008
32012081	32012001	蓝色火凤凰	81	64081				
32012082	32012001	蓝色火凤凰	82	64082				
32012083	32012001	蓝色火凤凰	83	64083				
32012084	32012001	蓝色火凤凰	84	64084				
32012085	32012001	蓝色火凤凰	85	64085				
32012086	32012001	蓝色火凤凰	86	64086				
32012087	32012001	蓝色火凤凰	87	64087				
32012088	32012001	蓝色火凤凰	88	64088				
32012089	32012001	蓝色火凤凰	89	64089				
32012090	32012001	蓝色火凤凰	90	64090	9009	9		604009
32012091	32012001	蓝色火凤凰	91	64091				
32012092	32012001	蓝色火凤凰	92	64092				
32012093	32012001	蓝色火凤凰	93	64093				
32012094	32012001	蓝色火凤凰	94	64094				
32012095	32012001	蓝色火凤凰	95	64095				
32012096	32012001	蓝色火凤凰	96	64096				
32012097	32012001	蓝色火凤凰	97	64097				
32012098	32012001	蓝色火凤凰	98	64098				
32012099	32012001	蓝色火凤凰	99	64099				
32012100	32012001	蓝色火凤凰	100	64100	9010	10	6	604010
32013001	32013001	紫色火凤凰	1	65001			1	
32013002	32013001	紫色火凤凰	2	65002				
32013003	32013001	紫色火凤凰	3	65003				
32013004	32013001	紫色火凤凰	4	65004				
32013005	32013001	紫色火凤凰	5	65005				
32013006	32013001	紫色火凤凰	6	65006				
32013007	32013001	紫色火凤凰	7	65007				
32013008	32013001	紫色火凤凰	8	65008				
32013009	32013001	紫色火凤凰	9	65009				
32013010	32013001	紫色火凤凰	10	65010	9001	1		605001
32013011	32013001	紫色火凤凰	11	65011				
32013012	32013001	紫色火凤凰	12	65012				
32013013	32013001	紫色火凤凰	13	65013				
32013014	32013001	紫色火凤凰	14	65014				
32013015	32013001	紫色火凤凰	15	65015				
32013016	32013001	紫色火凤凰	16	65016				
32013017	32013001	紫色火凤凰	17	65017				
32013018	32013001	紫色火凤凰	18	65018				
32013019	32013001	紫色火凤凰	19	65019				
32013020	32013001	紫色火凤凰	20	65020	9002	2	2	605002
32013021	32013001	紫色火凤凰	21	65021				
32013022	32013001	紫色火凤凰	22	65022				
32013023	32013001	紫色火凤凰	23	65023				
32013024	32013001	紫色火凤凰	24	65024				
32013025	32013001	紫色火凤凰	25	65025				
32013026	32013001	紫色火凤凰	26	65026				
32013027	32013001	紫色火凤凰	27	65027				
32013028	32013001	紫色火凤凰	28	65028				
32013029	32013001	紫色火凤凰	29	65029				
32013030	32013001	紫色火凤凰	30	65030	9003	3		605003
32013031	32013001	紫色火凤凰	31	65031				
32013032	32013001	紫色火凤凰	32	65032				
32013033	32013001	紫色火凤凰	33	65033				
32013034	32013001	紫色火凤凰	34	65034				
32013035	32013001	紫色火凤凰	35	65035				
32013036	32013001	紫色火凤凰	36	65036				
32013037	32013001	紫色火凤凰	37	65037				
32013038	32013001	紫色火凤凰	38	65038				
32013039	32013001	紫色火凤凰	39	65039				
32013040	32013001	紫色火凤凰	40	65040	9004	4	3	605004
32013041	32013001	紫色火凤凰	41	65041				
32013042	32013001	紫色火凤凰	42	65042				
32013043	32013001	紫色火凤凰	43	65043				
32013044	32013001	紫色火凤凰	44	65044				
32013045	32013001	紫色火凤凰	45	65045				
32013046	32013001	紫色火凤凰	46	65046				
32013047	32013001	紫色火凤凰	47	65047				
32013048	32013001	紫色火凤凰	48	65048				
32013049	32013001	紫色火凤凰	49	65049				
32013050	32013001	紫色火凤凰	50	65050	9005	5		605005
32013051	32013001	紫色火凤凰	51	65051				
32013052	32013001	紫色火凤凰	52	65052				
32013053	32013001	紫色火凤凰	53	65053				
32013054	32013001	紫色火凤凰	54	65054				
32013055	32013001	紫色火凤凰	55	65055				
32013056	32013001	紫色火凤凰	56	65056				
32013057	32013001	紫色火凤凰	57	65057				
32013058	32013001	紫色火凤凰	58	65058				
32013059	32013001	紫色火凤凰	59	65059				
32013060	32013001	紫色火凤凰	60	65060	9006	6	4	605006
32013061	32013001	紫色火凤凰	61	65061				
32013062	32013001	紫色火凤凰	62	65062				
32013063	32013001	紫色火凤凰	63	65063				
32013064	32013001	紫色火凤凰	64	65064				
32013065	32013001	紫色火凤凰	65	65065				
32013066	32013001	紫色火凤凰	66	65066				
32013067	32013001	紫色火凤凰	67	65067				
32013068	32013001	紫色火凤凰	68	65068				
32013069	32013001	紫色火凤凰	69	65069				
32013070	32013001	紫色火凤凰	70	65070	9007	7		605007
32013071	32013001	紫色火凤凰	71	65071				
32013072	32013001	紫色火凤凰	72	65072				
32013073	32013001	紫色火凤凰	73	65073				
32013074	32013001	紫色火凤凰	74	65074				
32013075	32013001	紫色火凤凰	75	65075				
32013076	32013001	紫色火凤凰	76	65076				
32013077	32013001	紫色火凤凰	77	65077				
32013078	32013001	紫色火凤凰	78	65078				
32013079	32013001	紫色火凤凰	79	65079				
32013080	32013001	紫色火凤凰	80	65080	9008	8	5	605008
32013081	32013001	紫色火凤凰	81	65081				
32013082	32013001	紫色火凤凰	82	65082				
32013083	32013001	紫色火凤凰	83	65083				
32013084	32013001	紫色火凤凰	84	65084				
32013085	32013001	紫色火凤凰	85	65085				
32013086	32013001	紫色火凤凰	86	65086				
32013087	32013001	紫色火凤凰	87	65087				
32013088	32013001	紫色火凤凰	88	65088				
32013089	32013001	紫色火凤凰	89	65089				
32013090	32013001	紫色火凤凰	90	65090	9009	9		605009
32013091	32013001	紫色火凤凰	91	65091				
32013092	32013001	紫色火凤凰	92	65092				
32013093	32013001	紫色火凤凰	93	65093				
32013094	32013001	紫色火凤凰	94	65094				
32013095	32013001	紫色火凤凰	95	65095				
32013096	32013001	紫色火凤凰	96	65096				
32013097	32013001	紫色火凤凰	97	65097				
32013098	32013001	紫色火凤凰	98	65098				
32013099	32013001	紫色火凤凰	99	65099				
32013100	32013001	紫色火凤凰	100	65100	9010	10	6	605010
32014001	32014001	橙色火凤凰	1	66001			1	
32014002	32014001	橙色火凤凰	2	66002				
32014003	32014001	橙色火凤凰	3	66003				
32014004	32014001	橙色火凤凰	4	66004				
32014005	32014001	橙色火凤凰	5	66005				
32014006	32014001	橙色火凤凰	6	66006				
32014007	32014001	橙色火凤凰	7	66007				
32014008	32014001	橙色火凤凰	8	66008				
32014009	32014001	橙色火凤凰	9	66009				
32014010	32014001	橙色火凤凰	10	66010	9001	1		606001
32014011	32014001	橙色火凤凰	11	66011				
32014012	32014001	橙色火凤凰	12	66012				
32014013	32014001	橙色火凤凰	13	66013				
32014014	32014001	橙色火凤凰	14	66014				
32014015	32014001	橙色火凤凰	15	66015				
32014016	32014001	橙色火凤凰	16	66016				
32014017	32014001	橙色火凤凰	17	66017				
32014018	32014001	橙色火凤凰	18	66018				
32014019	32014001	橙色火凤凰	19	66019				
32014020	32014001	橙色火凤凰	20	66020	9002	2	2	606002
32014021	32014001	橙色火凤凰	21	66021				
32014022	32014001	橙色火凤凰	22	66022				
32014023	32014001	橙色火凤凰	23	66023				
32014024	32014001	橙色火凤凰	24	66024				
32014025	32014001	橙色火凤凰	25	66025				
32014026	32014001	橙色火凤凰	26	66026				
32014027	32014001	橙色火凤凰	27	66027				
32014028	32014001	橙色火凤凰	28	66028				
32014029	32014001	橙色火凤凰	29	66029				
32014030	32014001	橙色火凤凰	30	66030	9003	3		606003
32014031	32014001	橙色火凤凰	31	66031				
32014032	32014001	橙色火凤凰	32	66032				
32014033	32014001	橙色火凤凰	33	66033				
32014034	32014001	橙色火凤凰	34	66034				
32014035	32014001	橙色火凤凰	35	66035				
32014036	32014001	橙色火凤凰	36	66036				
32014037	32014001	橙色火凤凰	37	66037				
32014038	32014001	橙色火凤凰	38	66038				
32014039	32014001	橙色火凤凰	39	66039				
32014040	32014001	橙色火凤凰	40	66040	9004	4	3	606004
32014041	32014001	橙色火凤凰	41	66041				
32014042	32014001	橙色火凤凰	42	66042				
32014043	32014001	橙色火凤凰	43	66043				
32014044	32014001	橙色火凤凰	44	66044				
32014045	32014001	橙色火凤凰	45	66045				
32014046	32014001	橙色火凤凰	46	66046				
32014047	32014001	橙色火凤凰	47	66047				
32014048	32014001	橙色火凤凰	48	66048				
32014049	32014001	橙色火凤凰	49	66049				
32014050	32014001	橙色火凤凰	50	66050	9005	5		606005
32014051	32014001	橙色火凤凰	51	66051				
32014052	32014001	橙色火凤凰	52	66052				
32014053	32014001	橙色火凤凰	53	66053				
32014054	32014001	橙色火凤凰	54	66054				
32014055	32014001	橙色火凤凰	55	66055				
32014056	32014001	橙色火凤凰	56	66056				
32014057	32014001	橙色火凤凰	57	66057				
32014058	32014001	橙色火凤凰	58	66058				
32014059	32014001	橙色火凤凰	59	66059				
32014060	32014001	橙色火凤凰	60	66060	9006	6	4	606006
32014061	32014001	橙色火凤凰	61	66061				
32014062	32014001	橙色火凤凰	62	66062				
32014063	32014001	橙色火凤凰	63	66063				
