ID为绿装id	套装名	套装部位	随机生成附魔材料次数	装备品质（装备品质，{道具ID，权值}）	产出套装碎片最小值，最大值，种类	分解消费
911010019	圣徒的救赎	110	{10,12}	[{5,[{213,90},{214,10}]}]	{11,12,17009}	16001
910100119	圣徒的忠贞	101	{1,2}	[{5,[{213,90},{214,10}]}]	{1,2,17009}	16001
910101019	圣徒的忠贞	101	{1,3}	[{5,[{213,90},{214,10}]}]	{2,3,17009}	16001
910102019	圣徒的忠贞	101	{2,4}	[{5,[{213,90},{214,10}]}]	{3,4,17009}	16001
910103019	圣徒的忠贞	101	{3,5}	[{5,[{213,90},{214,10}]}]	{4,5,17009}	16001
910104019	圣徒的忠贞	101	{4,6}	[{5,[{213,90},{214,10}]}]	{5,6,17009}	16001
910105019	圣徒的忠贞	101	{5,7}	[{5,[{213,90},{214,10}]}]	{6,7,17009}	16001
910106019	圣徒的忠贞	101	{6,8}	[{5,[{213,90},{214,10}]}]	{7,8,17009}	16001
910107019	圣徒的忠贞	101	{7,9}	[{5,[{213,90},{214,10}]}]	{8,9,17009}	16001
910108019	圣徒的忠贞	101	{8,10}	[{5,[{213,90},{214,10}]}]	{9,10,17009}	16001
910109019	圣徒的忠贞	101	{9,11}	[{5,[{213,90},{214,10}]}]	{10,11,17009}	16001
910110019	圣徒的忠贞	101	{10,12}	[{5,[{213,90},{214,10}]}]	{11,12,17009}	16001
910200119	圣徒的潜隐	102	{1,2}	[{5,[{213,90},{214,10}]}]	{1,2,17009}	16001
910201019	圣徒的潜隐	102	{1,3}	[{5,[{213,90},{214,10}]}]	{2,3,17009}	16001
910202019	圣徒的潜隐	102	{2,4}	[{5,[{213,90},{214,10}]}]	{3,4,17009}	16001
910203019	圣徒的潜隐	102	{3,5}	[{5,[{213,90},{214,10}]}]	{4,5,17009}	16001
910204019	圣徒的潜隐	102	{4,6}	[{5,[{213,90},{214,10}]}]	{5,6,17009}	16001
910205019	圣徒的潜隐	102	{5,7}	[{5,[{213,90},{214,10}]}]	{6,7,17009}	16001
910206019	圣徒的潜隐	102	{6,8}	[{5,[{213,90},{214,10}]}]	{7,8,17009}	16001
910207019	圣徒的潜隐	102	{7,9}	[{5,[{213,90},{214,10}]}]	{8,9,17009}	16001
910208019	圣徒的潜隐	102	{8,10}	[{5,[{213,90},{214,10}]}]	{9,10,17009}	16001
910209019	圣徒的潜隐	102	{9,11}	[{5,[{213,90},{214,10}]}]	{10,11,17009}	16001
910210019	圣徒的潜隐	102	{10,12}	[{5,[{213,90},{214,10}]}]	{11,12,17009}	16001
910300119	圣徒的魅惑	103	{1,2}	[{5,[{213,90},{214,10}]}]	{1,2,17009}	16001
910301019	圣徒的魅惑	103	{1,3}	[{5,[{213,90},{214,10}]}]	{2,3,17009}	16001
910302019	圣徒的魅惑	103	{2,4}	[{5,[{213,90},{214,10}]}]	{3,4,17009}	16001
910303019	圣徒的魅惑	103	{3,5}	[{5,[{213,90},{214,10}]}]	{4,5,17009}	16001
910304019	圣徒的魅惑	103	{4,6}	[{5,[{213,90},{214,10}]}]	{5,6,17009}	16001
910305019	圣徒的魅惑	103	{5,7}	[{5,[{213,90},{214,10}]}]	{6,7,17009}	16001
910306019	圣徒的魅惑	103	{6,8}	[{5,[{213,90},{214,10}]}]	{7,8,17009}	16001
910307019	圣徒的魅惑	103	{7,9}	[{5,[{213,90},{214,10}]}]	{8,9,17009}	16001
910308019	圣徒的魅惑	103	{8,10}	[{5,[{213,90},{214,10}]}]	{9,10,17009}	16001
910309019	圣徒的魅惑	103	{9,11}	[{5,[{213,90},{214,10}]}]	{10,11,17009}	16001
910310019	圣徒的魅惑	103	{10,12}	[{5,[{213,90},{214,10}]}]	{11,12,17009}	16001
910400119	圣徒的混沌	104	{1,2}	[{5,[{213,90},{214,10}]}]	{1,2,17009}	16001
910401019	圣徒的混沌	104	{1,3}	[{5,[{213,90},{214,10}]}]	{2,3,17009}	16001
910402019	圣徒的混沌	104	{2,4}	[{5,[{213,90},{214,10}]}]	{3,4,17009}	16001
910403019	圣徒的混沌	104	{3,5}	[{5,[{213,90},{214,10}]}]	{4,5,17009}	16001
910404019	圣徒的混沌	104	{4,6}	[{5,[{213,90},{214,10}]}]	{5,6,17009}	16001
910405019	圣徒的混沌	104	{5,7}	[{5,[{213,90},{214,10}]}]	{6,7,17009}	16001
910406019	圣徒的混沌	104	{6,8}	[{5,[{213,90},{214,10}]}]	{7,8,17009}	16001
910407019	圣徒的混沌	104	{7,9}	[{5,[{213,90},{214,10}]}]	{8,9,17009}	16001
910408019	圣徒的混沌	104	{8,10}	[{5,[{213,90},{214,10}]}]	{9,10,17009}	16001
910409019	圣徒的混沌	104	{9,11}	[{5,[{213,90},{214,10}]}]	{10,11,17009}	16001
910410019	圣徒的混沌	104	{10,12}	[{5,[{213,90},{214,10}]}]	{11,12,17009}	16001
910500119	圣徒的足迹	105	{1,2}	[{5,[{213,90},{214,10}]}]	{1,2,17009}	16001
910501019	圣徒的足迹	105	{1,3}	[{5,[{213,90},{214,10}]}]	{2,3,17009}	16001
910502019	圣徒的足迹	105	{2,4}	[{5,[{213,90},{214,10}]}]	{3,4,17009}	16001
910503019	圣徒的足迹	105	{3,5}	[{5,[{213,90},{214,10}]}]	{4,5,17009}	16001
910504019	圣徒的足迹	105	{4,6}	[{5,[{213,90},{214,10}]}]	{5,6,17009}	16001
910505019	圣徒的足迹	105	{5,7}	[{5,[{213,90},{214,10}]}]	{6,7,17009}	16001
910506019	圣徒的足迹	105	{6,8}	[{5,[{213,90},{214,10}]}]	{7,8,17009}	16001
910507019	圣徒的足迹	105	{7,9}	[{5,[{213,90},{214,10}]}]	{8,9,17009}	16001
910508019	圣徒的足迹	105	{8,10}	[{5,[{213,90},{214,10}]}]	{9,10,17009}	16001
910509019	圣徒的足迹	105	{9,11}	[{5,[{213,90},{214,10}]}]	{10,11,17009}	16001
910510019	圣徒的足迹	105	{10,12}	[{5,[{213,90},{214,10}]}]	{11,12,17009}	16001
911000120	贤者的风暴	110	{1,2}	[{5,[{213,90},{214,10}]}]	{1,2,17010}	16001
911001020	贤者的风暴	110	{1,3}	[{5,[{213,90},{214,10}]}]	{2,3,17010}	16001
911002020	贤者的风暴	110	{2,4}	[{5,[{213,90},{214,10}]}]	{3,4,17010}	16001
911003020	贤者的风暴	110	{3,5}	[{5,[{213,90},{214,10}]}]	{4,5,17010}	16001
911004020	贤者的风暴	110	{4,6}	[{5,[{213,90},{214,10}]}]	{5,6,17010}	16001
911005020	贤者的风暴	110	{5,7}	[{5,[{213,90},{214,10}]}]	{6,7,17010}	16001
911006020	贤者的风暴	110	{6,8}	[{5,[{213,90},{214,10}]}]	{7,8,17010}	16001
911007020	贤者的风暴	110	{7,9}	[{5,[{213,90},{214,10}]}]	{8,9,17010}	16001
911008020	贤者的风暴	110	{8,10}	[{5,[{213,90},{214,10}]}]	{9,10,17010}	16001
911009020	贤者的风暴	110	{9,11}	[{5,[{213,90},{214,10}]}]	{10,11,17010}	16001
911010020	贤者的风暴	110	{10,12}	[{5,[{213,90},{214,10}]}]	{11,12,17010}	16001
910100120	贤者的魔星	101	{1,2}	[{5,[{213,90},{214,10}]}]	{1,2,17010}	16001
910101020	贤者的魔星	101	{1,3}	[{5,[{213,90},{214,10}]}]	{2,3,17010}	16001
910102020	贤者的魔星	101	{2,4}	[{5,[{213,90},{214,10}]}]	{3,4,17010}	16001
910103020	贤者的魔星	101	{3,5}	[{5,[{213,90},{214,10}]}]	{4,5,17010}	16001
910104020	贤者的魔星	101	{4,6}	[{5,[{213,90},{214,10}]}]	{5,6,17010}	16001
910105020	贤者的魔星	101	{5,7}	[{5,[{213,90},{214,10}]}]	{6,7,17010}	16001
910106020	贤者的魔星	101	{6,8}	[{5,[{213,90},{214,10}]}]	{7,8,17010}	16001
910107020	贤者的魔星	101	{7,9}	[{5,[{213,90},{214,10}]}]	{8,9,17010}	16001
910108020	贤者的魔星	101	{8,10}	[{5,[{213,90},{214,10}]}]	{9,10,17010}	16001
910109020	贤者的魔星	101	{9,11}	[{5,[{213,90},{214,10}]}]	{10,11,17010}	16001
910110020	贤者的魔星	101	{10,12}	[{5,[{213,90},{214,10}]}]	{11,12,17010}	16001
910200120	贤者的侵蚀	102	{1,2}	[{5,[{213,90},{214,10}]}]	{1,2,17010}	16001
910201020	贤者的侵蚀	102	{1,3}	[{5,[{213,90},{214,10}]}]	{2,3,17010}	16001
910202020	贤者的侵蚀	102	{2,4}	[{5,[{213,90},{214,10}]}]	{3,4,17010}	16001
910203020	贤者的侵蚀	102	{3,5}	[{5,[{213,90},{214,10}]}]	{4,5,17010}	16001
910204020	贤者的侵蚀	102	{4,6}	[{5,[{213,90},{214,10}]}]	{5,6,17010}	16001
910205020	贤者的侵蚀	102	{5,7}	[{5,[{213,90},{214,10}]}]	{6,7,17010}	16001
910206020	贤者的侵蚀	102	{6,8}	[{5,[{213,90},{214,10}]}]	{7,8,17010}	16001
910207020	贤者的侵蚀	102	{7,9}	[{5,[{213,90},{214,10}]}]	{8,9,17010}	16001
910208020	贤者的侵蚀	102	{8,10}	[{5,[{213,90},{214,10}]}]	{9,10,17010}	16001
910209020	贤者的侵蚀	102	{9,11}	[{5,[{213,90},{214,10}]}]	{10,11,17010}	16001
910210020	贤者的侵蚀	102	{10,12}	[{5,[{213,90},{214,10}]}]	{11,12,17010}	16001
910300120	贤者的追随者	103	{1,2}	[{5,[{213,90},{214,10}]}]	{1,2,17010}	16001
910301020	贤者的追随者	103	{1,3}	[{5,[{213,90},{214,10}]}]	{2,3,17010}	16001
910302020	贤者的追随者	103	{2,4}	[{5,[{213,90},{214,10}]}]	{3,4,17010}	16001
910303020	贤者的追随者	103	{3,5}	[{5,[{213,90},{214,10}]}]	{4,5,17010}	16001
910304020	贤者的追随者	103	{4,6}	[{5,[{213,90},{214,10}]}]	{5,6,17010}	16001
910305020	贤者的追随者	103	{5,7}	[{5,[{213,90},{214,10}]}]	{6,7,17010}	16001
910306020	贤者的追随者	103	{6,8}	[{5,[{213,90},{214,10}]}]	{7,8,17010}	16001
910307020	贤者的追随者	103	{7,9}	[{5,[{213,90},{214,10}]}]	{8,9,17010}	16001
910308020	贤者的追随者	103	{8,10}	[{5,[{213,90},{214,10}]}]	{9,10,17010}	16001
910309020	贤者的追随者	103	{9,11}	[{5,[{213,90},{214,10}]}]	{10,11,17010}	16001
910310020	贤者的追随者	103	{10,12}	[{5,[{213,90},{214,10}]}]	{11,12,17010}	16001
910400120	贤者的黑魔法	104	{1,2}	[{5,[{213,90},{214,10}]}]	{1,2,17010}	16001
910401020	贤者的黑魔法	104	{1,3}	[{5,[{213,90},{214,10}]}]	{2,3,17010}	16001
910402020	贤者的黑魔法	104	{2,4}	[{5,[{213,90},{214,10}]}]	{3,4,17010}	16001
910403020	贤者的黑魔法	104	{3,5}	[{5,[{213,90},{214,10}]}]	{4,5,17010}	16001
910404020	贤者的黑魔法	104	{4,6}	[{5,[{213,90},{214,10}]}]	{5,6,17010}	16001
910405020	贤者的黑魔法	104	{5,7}	[{5,[{213,90},{214,10}]}]	{6,7,17010}	16001
910406020	贤者的黑魔法	104	{6,8}	[{5,[{213,90},{214,10}]}]	{7,8,17010}	16001
910407020	贤者的黑魔法	104	{7,9}	[{5,[{213,90},{214,10}]}]	{8,9,17010}	16001
910408020	贤者的黑魔法	104	{8,10}	[{5,[{213,90},{214,10}]}]	{9,10,17010}	16001
910409020	贤者的黑魔法	104	{9,11}	[{5,[{213,90},{214,10}]}]	{10,11,17010}	16001
910410020	贤者的黑魔法	104	{10,12}	[{5,[{213,90},{214,10}]}]	{11,12,17010}	16001
910500120	贤者的恩赐	105	{1,2}	[{5,[{213,90},{214,10}]}]	{1,2,17010}	16001
910501020	贤者的恩赐	105	{1,3}	[{5,[{213,90},{214,10}]}]	{2,3,17010}	16001
910502020	贤者的恩赐	105	{2,4}	[{5,[{213,90},{214,10}]}]	{3,4,17010}	16001
910503020	贤者的恩赐	105	{3,5}	[{5,[{213,90},{214,10}]}]	{4,5,17010}	16001
910504020	贤者的恩赐	105	{4,6}	[{5,[{213,90},{214,10}]}]	{5,6,17010}	16001
910505020	贤者的恩赐	105	{5,7}	[{5,[{213,90},{214,10}]}]	{6,7,17010}	16001
910506020	贤者的恩赐	105	{6,8}	[{5,[{213,90},{214,10}]}]	{7,8,17010}	16001
910507020	贤者的恩赐	105	{7,9}	[{5,[{213,90},{214,10}]}]	{8,9,17010}	16001
910508020	贤者的恩赐	105	{8,10}	[{5,[{213,90},{214,10}]}]	{9,10,17010}	16001
910509020	贤者的恩赐	105	{9,11}	[{5,[{213,90},{214,10}]}]	{10,11,17010}	16001
910510020	贤者的恩赐	105	{10,12}	[{5,[{213,90},{214,10}]}]	{11,12,17010}	16001
